"","Row.names","sample_name","Observed","Shannon","InvSimpson","orgname","X16scq","totsum","rspsum","mesocosm","type","stage","sex","date.collected","day","abdomen.length.mm","wing.length","hindleg.length","special","dispersal","temperature","infusion","Wolb_ct1","Wolb_ct2","Act_ct","notes","newday","lib_size","is.neg","lib_size_clean","even","lib_size_trim","PD","SR"
"397","SW3_3_1_S187_L001","SW3_3_1_S187_L001",8,0.829600632902221,2.08704929537281,"SW3.3_1",25.74505133,55724,55445,"SW3.3","A.albopictus","Adult","M","9/8/19",24,2.05,2.61,6.03,NA,"D","C","SW",24.08059311,23.1186409,22.82098961,"","late",55724,FALSE,55656,0.398953573002126,55591,2.40144234402074,8
"398","SW3_3_2_S188_L001","SW3_3_2_S188_L001",7,0.164121671776715,1.05857883628909,"SW3.3_2",25.36428265,50121,50036,"SW3.3","A.albopictus","Adult","M","9/11/19",27,2.62,2.55,6.02,NA,"D","C","SW",22.51204681,22.81804848,22.30898666,"","late",50121,FALSE,50057,0.0843418550730061,50036,3.61534865052756,7
"399","SW3_4_1_S189_L001","SW3_4_1_S189_L001",7,0.466412646796715,1.33521371948875,"SW3.4_1",27.02163815,23509,23436,"SW3.4","A.albopictus","Adult","F","9/9/19",25,2.83,3.1,6.67,NA,"D","C","SW",24.00303841,23.96780586,22.76717567,"","late",23509,FALSE,23454,0.23968868604912,23451,2.38068822922475,7
"400","SW3_4_2_S467_L001","SW3_4_2_S467_L001",6,0.53156528257517,1.36640898606973,"SW3.4_2",23.67596516,19229,19226,"SW3.4","A.albopictus","Adult","F","9/10/19",26,2.3,2.31,7.06,NA,"D","C","SW",23.25438118,22.68120766,22.8678627,"","late",19229,FALSE,19229,0.296672232910919,19226,2.26907132392329,7
"401","SW3_4_3_S190_L001","SW3_4_3_S190_L001",10,1.09231095305634,2.18411602393324,"SW3.4_3",26.63724253,24006,23826,"SW3.4","A.albopictus","Adult","M","9/11/19",27,2.31,2.29,6.48,NA,"D","C","SW",26.09192085,25.20227432,24.33673859,"","late",24006,FALSE,23941,0.474384619434849,23937,1.93747472847803,10
"402","SW3_5_1_S191_L001","SW3_5_1_S191_L001",12,1.11147418282288,2.41807384474304,"SW3.5_1",20.12132727,29054,28839,"SW3.5","A.albopictus","Adult","F","9/4/19",20,2.42,2.32,6.42,NA,"N","H","SW",24.07170105,24.83250618,22.7266655,"","mid",29054,FALSE,29054,0.447290115674046,29054,3.61328614802476,12
"403","SW3_6_1_S192_L001","SW3_6_1_S192_L001",10,1.06991088027034,2.36160653274564,"SW3.6_1",24.42353899,24506,24375,"SW3.6","A.albopictus","Adult","F","9/2/19",18,2.41,2.41,6.12,NA,"N","H","SW",25.3170433,25.84208298,22.533741,"","mid",24506,FALSE,24501,0.464656391429659,24501,3.58870198283354,10
"404","SW3_6_2_S193_L001","SW3_6_2_S193_L001",7,0.866467409832015,1.81756613141144,"SW3.6_2",25.36330521,21680,21642,"SW3.6","A.albopictus","Adult","F","9/6/19",22,3.16,2.98,7.62,NA,"N","H","SW",23.26082039,23.17960358,22.14616394,"","late",21680,FALSE,21655,0.445276165630084,21655,1.9257816058993,7
"405","SW3_8_1_S195_L001","SW3_8_1_S195_L001",7,0.490096459913179,1.24884807802589,"SW3.8_1",26.43793478,20067,19983,"SW3.8","A.albopictus","Adult","F","9/1/19",17,2.23,2.32,6.01,NA,"D","H","SW",23.94817162,23.56150055,23.0279007,"","mid",20067,FALSE,20046,0.251859758350666,20021,3.84400127050114,8
"406","SW3_8_2_S196_L001","SW3_8_2_S196_L001",5,0.0916662791430759,1.02867389862652,"SW3.8_2",25.95414366,15221,15213,"SW3.8","A.albopictus","Adult","M","9/1/19",17,2.16,2,5.85,NA,"D","H","SW",23.1981411,22.63860321,22.80572319,"","mid",15221,FALSE,15213,0.0569554615526862,15213,1.42216342450745,5
"407","SW3_8_3_S197_L001","SW3_8_3_S197_L001",7,0.459327570293117,1.26361861369587,"SW3.8_3",22.48568379,20333,20264,"SW3.8","A.albopictus","Adult","F","9/3/19",19,2.88,3.15,7.81,NA,"D","H","SW",25.07369041,24.29316521,22.43276215,"","mid",20333,FALSE,20321,0.236047676978358,20266,2.51993672202057,8
